epoch,accuracy,auc_pr,auc_roc,learning_rate,loss,precision,recall,val_accuracy,val_auc_pr,val_auc_roc,val_loss,val_precision,val_recall
0,0.5099925994873047,0.3152539134025574,0.5026624202728271,0.00019999999494757503,0.7099027633666992,0.29707425832748413,0.5057471394538879,0.29015544056892395,0.19960737228393555,0.2300211489200592,3.77488374710083,0.29015544056892395,1.0
1,0.49370837211608887,0.3016003668308258,0.4940362274646759,0.00019999999494757503,0.7100502252578735,0.2772277295589447,0.4648786783218384,0.29015544056892395,0.19200807809829712,0.2113746851682663,3.951382637023926,0.29015544056892395,1.0
2,0.5270169973373413,0.34738314151763916,0.5403224229812622,0.00019999999494757503,0.6917361617088318,0.31092438101768494,0.5197956562042236,0.29015544056892395,0.1905035823583603,0.20797127485275269,4.4295854568481445,0.29015544056892395,1.0
3,0.515544056892395,0.33454495668411255,0.508167564868927,9.999999747378752e-05,0.6960713267326355,0.2906050980091095,0.4661557972431183,0.29015544056892395,0.18688610196113586,0.19440823793411255,4.9209818840026855,0.29015544056892395,1.0
4,0.5284973978996277,0.345501184463501,0.5227839350700378,9.999999747378752e-05,0.6935951113700867,0.2955870032310486,0.4533844292163849,0.29015544056892395,0.18773868680000305,0.19803614914417267,4.775979042053223,0.29015544056892395,1.0
